,Apply,Company,Duration,Link,Location,Posted,Profile,Rewards,Start,Stipend,Tag
42,8 Feb'20,Internshala,6 Months,/internship/detail/proofreading-client-interaction-internship-in-gurgaon-at-internshala1578977203,Gurgaon,14 Jan'20,Proofreading & Client Interaction,,Immediately,20000 /Month,Media
43,31 Jan'20,"Tryst, IIT Delhi",2 Months,/internship/detail/campus-ambassador-programme-at-tryst-iit-delhi1579016894,Work From Home,17 Jan'20,Campus Ambassador,Performance Based,Immediately,,Media
44,31 Jan'20,Sudarshan TV Channel Private Limited,3 Months,/internship/detail/digital-marketing-internship-in-noida-at-sudarshan-tv-channel-private-limited1579241313,Noida,17 Jan'20,Digital Marketing,,Immediately,2000-5000 /Month,Media
45,3 Feb'20,"Entrepreneurship Cell, VIT University",2 Months,/internship/detail/campus-ambassador-programme-at-entrepreneurship-cell-vit-university1578905160,Work From Home,16 Jan'20,Campus Ambassador,Performance Based,Immediately,,Media
46,31 Jan'20,Times Internet Limited,6 Months,/internship/detail/content-operations-internship-in-mumbai-at-times-internet-limited1579072163,Mumbai,16 Jan'20,Content Operations,,Immediately,10000 /Month,Media
47,30 Jan'20,Justdial Limited,6 Months,/internship/detail/content-writing-internship-in-mumbai-at-justdial-limited1579156764,Mumbai,16 Jan'20,Content Writing,,Immediately,15000-25000 /Month,Media
48,30 Jan'20,CaratLane Trading Private Limited,3 Months,/internship/detail/photography-internship-in-mumbai-at-caratlane-trading-private-limited1579156452,Mumbai,16 Jan'20,Photography,,Immediately,10000 /Month,Media
49,31 Jan'20,Times Internet,4 Months,/internship/detail/media-public-relations-pr-internship-in-noida-at-times-internet1579079877,Noida,16 Jan'20,Media & Public Relations (PR),,Immediately,10000 /Month,Media
50,29 Jan'20,Motilal Oswal,4 Months,/internship/detail/digital-marketing-internship-in-mumbai-at-motilal-oswal1579091591,Mumbai,15 Jan'20,Digital Marketing,,Immediately,3000 /Week,Media
51,30 Jan'20,CRY - Child Rights and You,1 Month,/internship/detail/photography-and-videography-internship-in-mumbai-at-cry-child-rights-and-you1579076359,Mumbai,15 Jan'20,Photography And Videography,,Immediately,Unpaid,Media
52,19 Feb'20,MAYAPURI GROUP,3 Months,/internship/detail/video-anchoring-internship-in-delhi-at-mayapuri-group1579074251,Delhi,15 Jan'20,Video Anchoring,,Immediately,5000 /Month,Media
53,19 Feb'20,MAYAPURI GROUP,3 Months,/internship/detail/social-media-marketing-internship-in-delhi-at-mayapuri-group1579074147,Delhi,15 Jan'20,Social Media Marketing,,Immediately,5000 /Month,Media
54,28 Jan'20,Economic Times,6 Months,/internship/detail/content-writing-internship-in-noida-at-economic-times1579015341,Noida,14 Jan'20,Content Writing,,Immediately,10000 /Month,Media
55,28 Jan'20,Times Internet Limited,3 Months,/internship/detail/content-writing-internship-in-noida-at-times-internet-limited1578985429,Noida,14 Jan'20,Content Writing,,Immediately,10000 /Month,Media
56,31 Jan'20,Viacom India LLP,6 Months,/internship/detail/video-making-editing-internship-in-gurgaon-at-viacom-india-llp1578900668,Gurgaon,13 Jan'20,Video Making/Editing,,Immediately,3200-4200 /Month,Media
57,28 Jan'20,Tech Mahindra,6 Months,/internship/detail/subject-matter-expert-big-data-internship-in-hyderabad-at-tech-mahindra1578649182,Hyderabad,13 Jan'20,Subject Matter Expert (Big Data),,Immediately,10000 /Month,Media
58,27 Jan'20,GQ India,3 Months,/internship/detail/editorial-media-internship-in-mumbai-at-gq-india1578896175,Mumbai,13 Jan'20,Editorial/Media,,Immediately,3500 /Month,Media
59,25 Jan'20,Zoomcar India Private Limited,2 Months,/internship/detail/campus-ambassador-programme-at-zoomcar-india-private-limited1578559025,Chennai,10 Jan'20,Campus Ambassador,Performance Based,Immediately,,Media
60,24 Jan'20,Balaji Telefilms Limited,6 Months,/internship/detail/social-media-marketing-internship-in-mumbai-at-balaji-telefilms-limited1578641721,Mumbai,10 Jan'20,Social Media Marketing,,Immediately,5000 /Month,Media
61,24 Jan'20,Exodia IIT Mandi,2 Months,/internship/detail/campus-ambassador-programme-at-exodia-iit-mandi1578468295,Work From Home,9 Jan'20,Campus Ambassador,Performance Based,Immediately,,Media
62,23 Jan'20,Terence Lewis Professional Training Institute,6 Months,/internship/detail/content-writing-internship-in-mumbai-at-terence-lewis-professional-training-institute1578570492,Mumbai,9 Jan'20,Content Writing,,Immediately,10000 /Month,Media
63,23 Jan'20,Ecom Express,6 Months,/internship/detail/content-writing-internship-in-gurgaon-at-ecom-express1578557295,Gurgaon,9 Jan'20,Content Writing,,Immediately,5000 /Month,Media
64,23 Jan'20,Fever Entertainment,6 Months,/internship/detail/music-management-internship-in-delhi-at-fever-entertainment1578552306,Delhi,9 Jan'20,Music Management,,Immediately,3500 /Month,Media
65,22 Jan'20,Delhi Government,1 Month,/internship/detail/video-making-editing-internship-in-delhi-at-delhi-government1578472753,Delhi,8 Jan'20,Video Making/Editing,,Immediately,Unpaid,Media
66,22 Jan'20,9X Media Private Limited,4 Months,/internship/detail/social-media-marketing-internship-in-mumbai-at-9x-media-private-limited1578463632,Mumbai,8 Jan'20,Social Media Marketing,,Immediately,5000 /Month,Media
67,22 Jan'20,E-Cell IIT Madras,1 Month,/internship/detail/campus-ambassador-programme-at-e-cell-iit-madras1578152189,Chennai,7 Jan'20,Campus Ambassador,Performance Based,Immediately,,Media
68,21 Jan'20,Fever Entertainment,6 Months,/internship/detail/content-writing-internship-in-mumbai-at-fever-entertainment1578379943,Mumbai,7 Jan'20,Content Writing,,Immediately,3500 /Month,Media
69,25 Jan'20,Viacom India LLP,3 Months,/internship/detail/assistant-director-internship-in-gurgaon-at-viacom-india-llp1577469990,Gurgaon,30 Dec'19,Assistant Director,,Immediately,3000 /Month,Media
70,25 Jan'20,Viacom India LLP,3 Months,/internship/detail/digital-marketing-internship-in-gurgaon-at-viacom-india-llp1577467301,Gurgaon,30 Dec'19,Digital Marketing,,Immediately,3000 /Month,Media
71,25 Jan'20,Viacom India LLP,3 Months,/internship/detail/content-writing-internship-in-gurgaon-at-viacom-india-llp1577467406,Gurgaon,27 Dec'19,Content Writing,,Immediately,3000 /Month,Media
72,28 Jan'20,PVR Cinemas,6 Months,/internship/detail/digital-marketing-internship-in-multiple-locations-at-pvr-cinemas1577355721,Delhi,27 Dec'19,Digital Marketing,,Immediately,5000 /Month,Media
73,30 Jan'20,Times Network,3 Months,/internship/detail/output-desk-internship-in-mumbai-at-times-network1577352655,Mumbai,26 Dec'19,Output Desk,,Immediately,5000 /Month,Media
